idwine,Type,Grapes,Harmonize,name
124530,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine de la Paleine Toccata Saumur
124531,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Génot-Boulanger Chambolle-Musigny
124532,White,['Silvaner/Sylvaner'],"['Veal', 'Pork', 'Vegetarian', 'Poultry', 'Lean Fish']",René Muré Clos St. Landelin Cuvée Oscar Sylvaner
124533,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château de Sadran Cadillac - Côtes de Bordeaux
124534,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Allimant-Laugner Pinot Noir
124535,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Alain Voge Saint-Joseph 'Les Côtes'
124536,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Forey Père & Fils Les Gaudichots Vosne-Romanée 1er Cru
124537,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Jean Noël Gagnard Chassagne-Montrachet 1er Cru 'Les Chaumées'
124538,Red,['Grenache'],"['Beef', 'Lamb', 'Game Meat']",Montvac Variation  Vacqueyras
124539,Red,"['Malbec', 'Merlot']","['Beef', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Georges Vigouroux Vivre Sa Vie Malbec - Merlot
124540,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Comte de Plasnes Bourgogne Pinot Noir
124541,White,['Viognier'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Brunel de la Gardine Condrieu
124542,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Saransot-Dupré Château Pérac Listrac-Médoc
124543,Red,"['Carignan/Cari√±ena', 'Cinsault', 'Syrah/Shiraz']","['Beef', 'Pasta', 'Veal']",Domaine La Rouviole Cuvée Classique Minervois
124544,White,"['Roussanne', 'Grenache Blanc', 'Clairette']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Château Fortia Édmée Le Roy Châteauneuf-du-Pape Blanc
124545,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Barat Chablis Premier Cru 'Côte de Lechét'
124546,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Vincent Girardin Maranges 1er Cru 'Le Clos des Loyères'
124547,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Decelle Savigny-lès-Beaune
124548,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Bruno Dubois Saumur Champigny
124549,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Pascal Clément Meursault 'Les Narvaux'
124550,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",Louis Bernard Château La Courbade Costières de Nîmes
124551,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Albert Bichot Chassagne-Montrachet Premier Cru Morgeot Blanc
124552,White,['Sauvignon Blanc'],"['Rich Fish', 'Shellfish', 'Vegetarian']",Claude Lafond Le Croz Reuilly
124553,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Maison Champy Côte de Beaune Villages
124554,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Domaine Giroux Selection Vieilles Vignes Pouilly-Fuissé
124555,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Verget Grand Élevage Mâcon-Villages
124556,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Agrapart & Fils Les 7 Crus Blanc de Blancs Brut Champagne Grand Cru 'Avize'
124557,White,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Tour de Mirambeau Entre deux Mers Blanc
124558,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Lamb', 'Pork', 'Poultry']",Domaine de Fontavin Trilogies Châteauneuf-du-Pape Rouge
124559,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Pasta', 'Veal']",Gérard Bertrand Change Cabernet - Merlot
124560,Rosé,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese']",Joseph Verdier Les Tournesols Rosé d'Anjou
124561,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Chanson Bourgogne Hautes-Côtes De Beaune
124562,Rosé,"['Carignan/Cari√±ena', 'Syrah/Shiraz', 'Grenache']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Terres Ocrees Côtes de Provence Rosé
124563,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Louis Latour Meursault-Genevrières Premier Cru
124564,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Drouhin-Laroze Gevrey-Chambertin 1er Cru 'Au Closeau'
124565,White,['Sauvignon Blanc'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Nature Vivante Blanc
124566,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jacques Cacheux Les Genaivriéres Vosne-Romanee
124567,Sparkling,"['Pinot Nero', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Nathalie Falmet Le Val Cornet Brut Champagne
124568,Red,['Grenache'],"['Beef', 'Maturated Cheese', 'Hard Cheese']",Château Revelette Red Label Pur Grenache
124569,Red,['Pinot Noir'],"['Beef', 'Pasta', 'Veal']",Markovic Reserve Pinot Noir Semi Dry
124570,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Louis Sipp Riesling 'Steinacker'
124571,White,['Savagnin Blanc'],"['Poultry', 'Mushrooms', 'Soft Cheese']",Raphael Fumey et Adeline Chatelain Savagnin
124572,Sparkling,['Pinot Meunier'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Bruno Michel Les Oubliées Pauline Champagne
124573,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Haut-Bergey L'Etoile de Bergey Pessac-Léognan
124574,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Joseph Perrier Demi-Sec Champagne (Cuvée Royale)
124575,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Clos des Religieuses Cuvée Angeline Puisseguin-Saint-Émilion
124576,White,['Altesse'],"['Fish', 'Vegetarian', 'Poultry', 'Pasta', 'Soft Cheese']",Domaine des Cotes Rousses Ensemble Blanc
124577,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Père & Fils Gevrey-Chambertin Premier Cru Les Cazetiers
124578,Red,['Pinot Noir'],"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']",Geoffroy Coteaux Champenois Cumières Rouge Pinot Noir
124579,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Borgeot Chassagne-Montrachet 1er Cru 'Les Chenevottes'
124580,White,['Aligoté'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Jean-Charles Fagot Bourgogne Aligoté Vieille Vigne
124581,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Rollin Père et Fils Pernand-Vergelesses Premier Cru 'Les Fichots'
124582,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Michel Genet Blanc de Blancs Extra Brut Champagne Grand Cru 'Chouilly'
124583,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Laurent Perrachon Morgon 'Côte du Py'
124584,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Jobard-Morey Meursault Blanc
124585,Rosé,"['Syrah/Shiraz', 'Muscadelle']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Domaine de Cantarelle D'aix Elodie Coteaux d'Aix-en-Provence Rosé
124586,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Marquis d'Angerville Volnay Champans 1er Cru
124587,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Rémi Jeanniard Vieilles Vignes Chambolle-Musigny
124588,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Cauvard Pommard 'Les Noizons'
124589,White,"['Chardonnay', 'Viognier']","['Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Poultry', 'Soft Cheese']",Rosière Chardonnay - Viognier
124590,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Aegerter Vieilles Vignes Pommard Premier Cru
124591,White,"['Roussanne', 'Viognier']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",La Ferme des Sept Lunes - Jean Delobre Viognier - Roussanne
124592,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Cave de Beblenheim Pinot Noir
124593,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Domaine du Paradis (FR) Saint-Amour
124594,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Carignan/Cari√±ena', 'Cinsault']","['Beef', 'Pasta', 'Veal']",Château de Comigne Corbières
124595,Red,['Pinot Nero'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Marchand Freres Vieilles Vignes Morey-Saint-Denis
124596,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Benoît Sordet Pommard
124597,Sparkling,"['Pinot Meunier', 'Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Michel Loriot Théodorine Rosé Brut Champagne
124598,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Prieur-Brunet Volnay Santenots 1er Cru
124599,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Domaine Jean-Paul Paquet & Fils Domaine de Fussiacus Vieilles Vignes Pouilly-Fuissé
124600,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Pieroth & Sichel PS Bordeaux Rouge
124601,White,['Sémillon'],"['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Lespault Martillac Pessac-Léognan Blanc
124602,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Albert Bichot Saint-Romain Blanc
124603,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Maldant Pauvelot Savigny-lès-Beaune 1er Cru 'Aux Gravains' Rouge
124604,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Philippe Colin Chassagne-Montrachet 1er Cru 'Les Chaumées' Clos Saint Abdon
124605,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Pasta', 'Veal']",Symphony Passionato Cabernet Sauvignon - Merlot
124606,Red,"['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Alain Roux & Fils Château Bourdieu la Valade Fronsac
124607,White,"['Grenache Blanc', 'Clairette']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Clos du Caillou Côtes du Rhône Le Caillou Blanc
124608,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Domaine de la Perruche Les Hauts de la Perruche Saumur Champigny
124609,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat']",La Ferme Saint Pierre Véronique Ventoux
124610,White,['Pinot Blanc'],"['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Francois Baur Turckheim Pinot Blanc
124611,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Grand-Puy-Lacoste Saint Guirons Pauillac
124612,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Fromentin Leclapart Tradition Brut Champagne Grand Cru 'Bouzy'
124613,Red,['Merlot'],"['Beef', 'Pasta', 'Veal']",Lorgeril Les Terrasses Merlot
124614,Sparkling,"['Chardonnay', 'Chenin Blanc', 'Pinot Noir']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Sieur d'Arques Première Bulle Brut Rosé
124615,Sparkling,"['Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis de Sacy Brut Rosé Champagne Grand Cru
124616,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine d'Orfeuilles Les Coudraies Vouvray
124617,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Blain-Gagnard Pommard
124618,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Guibeau À La Vie! Puisseguin-Saint-Émilion
124619,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']",Château de Majoulière Cuvée Beatrice Coteaux Varois en Provence
124620,Red,"['Pinot Noir', 'Gamay Noir']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Daniel Rion & Fils Bourgogne Passetoutgrain
124621,Red,['Pinot Nero'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Rossignol-Trapet Les Mariages Beaune
124622,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Daniel Crochet Cuvée Prestige Sancerre
124623,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Roger Pouillon & Fils Les Terres Froides Brut Champagne Premier Cru
124624,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Dupont-Tisserandot Gevrey-Chambertin
124625,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Faure Beauséjour Fronsac
124626,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Cave Kientzheim Kaysersberg - Anne Boecklin Anne de K Riesling Alsace Grand Cru 'Schlossberg'
124627,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",krayer Cuvée Tradition Brut Champagne
124628,Dessert,['Savagnin Blanc'],"['Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Mushrooms']",Jacques Tissot Arbois Vin de Paille
124629,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Alex Gambal Fixin
124630,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Chanson Chablis Grand Cru 'Les Clos'
124631,White,"['Clairette', 'Roussanne', 'Grenache Blanc']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",André Brunel Les Cailloux Châteauneuf-du-Pape Blanc
124632,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Gérard Thomas Saint-Aubin 1er Cru 'La Chatenière'
124633,Sparkling,"['Chardonnay', 'Pinot Blanc', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Veuve Monsigny No. III Brut Rosé Champagne
124634,White,"['Sauvignon Blanc', 'Sémillon', 'Sauvignon Gris']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château de Rouillac Le Dada de Rouillac Pessac-Léognan Blanc
124635,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Sébastien Magnien Pommard 'Les Petits Noizons'
124636,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Fontbaude Sélection Vieilles Vignes Castillon-Côtes de Bordeaux
124637,White,['Rolle/Rollo'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Château de l'Aumerade L'Origine Côtes de Provence Blanc
124638,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Clos du Roy Cuvée Arthur Fronsac
124639,White,"['Sémillon', 'Sauvignon Gris', 'Sauvignon Blanc']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château de Rouillac Pessac-Léognan Blanc
124640,White,"['Sauvignon Blanc', 'Sémillon', 'Sauvignon Gris']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Valandraud Blanc de Valandraud No. 2 Bordeaux Blanc
124641,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",E. Traber Riesling Alsace Grand Cru 'Schoenenbourg'
124642,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Marsanne', 'Cinsault']","['Beef', 'Lamb', 'Game Meat']",Gabriel Meffre Ventoux Saint-Pétrarque
124644,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Guy Saget Saumur Champigny
124645,White,['Clairette'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Cave de L'Estabel Fulcrand Cabanon Clairette du Languedoc
124646,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Chanzy Rully 'En Rosey' Blanc
124647,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Cave de Turckheim Pinot Noir Alsace Rouge T
124648,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Ardhuy Ladoix Rouge
124649,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Andre Blanck Gewurztraminer Alsace Grand Cru 'Schlossberg'
124650,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Olivier Leflaive Chassagne-Montrachet Blanc
124651,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre Guillemot Savigny Aux Serpentières Premier Cru
124652,Dessert,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Allimant-Laugner Sélection de Grains Nobles Riesling Alsace Grand Cru 'Praelatenberg'
124653,Rosé,"['Syrah/Shiraz', 'Grenache']","['Pork', 'Rich Fish', 'Shellfish', 'Poultry']",Château Val Joanis Tradition Luberon Rosé
124654,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine du Four Bassot Vieilles Vignes En Varot  Rully Rouge
124655,White,['Chenin Blanc'],"['Shellfish', 'Lean Fish', 'Fruit Dessert']",Domaine Cady Les Varennes Coteaux du Layon Saint-Aubin
124656,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine G. Roumier Corton-Charlemagne Grand Cru
124657,White,['Silvaner/Sylvaner'],"['Veal', 'Pork', 'Vegetarian', 'Poultry', 'Lean Fish']",Weiber Sylvaner
124658,White,['Roussanne'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Domaine Philippe et Vincent Jaboulet Ermitage Blanc
124659,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Chadenne La Fleur Fronsac
124660,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Benjamin Leroux Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien'
124661,Red,"['Cinsault', 'Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Counoise', 'Carignan/Cari√±ena']","['Beef', 'Lamb', 'Game Meat']",Jean David Cuvée Le Beau Nez
124662,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean-Yves de Carlini Blanc de Noirs Brut Champagne Grand Cru 'Verzenay'
124663,Red,['Gamay Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Vignes du Maynes Cuvée 910 Mâcon Rouge
124664,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Ballot Millot Meursault 1er Cru 'Perrières'
124665,Red,"['Grenache', 'Mourvedre']","['Beef', 'Maturated Cheese', 'Hard Cheese']",Château Barthes Bandol Rouge
124666,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Maison Roche de Bellene Savigny-Les-Beaune Vieilles Vignes
124667,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Potinet-Ampeau Meursault 1er Cru 'Perrières'
124668,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Albert Bichot Chardonnay Bourgogne Château De Nancelle
124669,White,"['Roussanne', 'Marsanne']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Charles et Francois Tardy Domaine des Entrefaux Crozes-Hermitage Blanc
124670,White,['Silvaner/Sylvaner'],"['Veal', 'Pork', 'Vegetarian', 'Poultry', 'Lean Fish']",Jean Cornelius Sylvaner
124671,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Naudin Tiercin Bourgogne Pinot Noir
124672,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Gabriel et Paul Jouard Chassagne-Montrachet 1er Cru 'Morgeot - Les Fairendes'
124673,Red,['Poulsard'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",L'Aigle à Deux Têtes Les Clous Naturé
124674,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Domaine Labruyère Champ de Cour Selection Parcellaire Moulin-à-Vent
124675,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry']",Alban Roblin Sancerre Rouge
124676,Dessert,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Egly-Ouriet Ratafia de Champagne Ambonnay
124677,White,"['Muscat Blanc', 'Roussanne', 'Grenache Blanc', 'Clairette', 'Bourboulenc']","['Rich Fish', 'Shellfish', 'Spicy Food', 'Sweet Dessert', 'Poultry']",Domaine Viret Dolía 2 Le Paradis Ambré
124678,White,['Pinot Blanc'],"['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Charles Sparr Tradition Pinot Blanc
124679,Red,['Malbec'],"['Beef', 'Lamb', 'Poultry']",Château Armandière Malbec Ancestral
124680,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Manuel Olivier Gevrey-Chambertin
124681,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Autréau de Champillon Réserve Millésime Brut Champagne Grand Cru
124682,Red,"['Grenache', 'Counoise']","['Beef', 'Lamb', 'Game Meat']",Famille Perrin Vacqueyras Grand Prebois
124683,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Bruno Colin Chassagne-Montrachet Premier Cru 'Les Chenevottes'
124684,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Jean Monnier & Fils Puligny-Montrachet
124685,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Olivier Jouan Morey-Saint-Denis 'Clos Solon'
124686,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Larrivet Haut-Brion Le Blason Pessac-Léognan
124687,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Louis Jadot Savigny-lès-Beaune Les Lavières
124688,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Jean-Claude Boisset Vieilles Vignes Mâcon-Villages
124689,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jean-Claude Boisset Clos De La Roche Grand Cru
124690,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Vignobles Rabiller Château Clos du Moulin Saint-Estèphe
124691,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Fonréaud Clos des Demoiselles Listrac-Médoc
124692,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Philippe Charlopin-Parizot Sélection Bourgogne Pinot Noir
124693,White,"['Sauvignon Blanc', 'Muscadelle']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Peyreblanque Graves Blanc
124694,Sparkling,"['Pinot Noir', 'Pinot Meunier', 'Chardonnay']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Yann Alexandre Grande Réserve Brut Champagne 1er Cru
124695,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Maison Roux-Oulié Château Vincent Fronsac
124696,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",A &amp
124697,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Comtesse Bernard de Chérisey Puligny-Montrachet 1er Cru 'Hameau de Blagny'
124698,Red,['Mourvedre'],"['Beef', 'Lamb', 'Game Meat']",Mas de Libian La Calade
124699,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Vocoret et Fils Côte De Léchet Chablis 1er Cru
