idwine;Type;Grapes;Harmonize;name
125750;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Ernest Rapeneau Brut Rose Champagne
125751;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Bizot Vieilles Vignes Vosne-Romanee
125752;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Lassaigne Clos Sainte Sophie Blanc de Blancs Brut Nature Champagne
125753;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Joillot Pommard 1er Cru 'Les Petits Epenots'
125754;Red;['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Bellevue Favereau Grande Reserve Bordeaux Superieur
125755;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Pierre Girardin Meursault 'Les Narvaux'
125756;Red;['Merlot', 'Petit Verdot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau d'Arricaud Graves Grand Vin
125757;White;['Marsanne'];['Pork', 'Shellfish'];Laurus Hermitage Blanc
125758;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Gustave Roche Selection Brut Champagne
125759;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Maratray-Dubreuil Savigny-les-Beaune 1er Cru 'Les Vergelesses' Rouge
125760;White;['Chenin Blanc'];['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese'];Marie Thibault Cabrit Premier Nez
125761;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Barrabaque Cuvee Hugo Canon-Fronsac
125762;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Marc Colin Saint-Aubin Luce
125763;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Pascal Bouchard Vau de Vey Chablis Premier Cru
125764;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry'];J. de Villebois Sancerre Rouge
125765;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Paul Pernot Meursault Blagny 1er Cru La Piece Sous Le Bois
125766;Sparkling;['Pinot Noir', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Henriet-Bazin Brut Rose Champagne Grand Cru
125767;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Joannes Liote Reserve Brut Champagne
125768;White;['Vermentino'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat'];Chateau Sainte Roseline Cuvee Lampe de Meduse Cotes de Provence Blanc
125769;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Maldant Pauvelot Corton-Charlemagne Grand Cru 'Le Charlemagne'
125770;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Amiot-Servelle Chambolle-Musigny Premier Cru 'Derriere La Grange'
125771;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Fontaine-Gagnard Vieilles Vignes Chassagne-Montrachet
125772;White;['Pinot Blanc'];['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Club des Sommeliers Alsace Pinot Blanc
125773;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Maison Henri Boillot Bienvenues-Batard-Montrachet Grand Cru
125775;White;['Sauvignon Blanc'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Bellefontaine Sauvignon Blanc
125776;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaine Weinbach Clos des Capucins Riesling Alsace Reserve Personnelle
125777;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry'];Jean Jacques Bardin Domaine Les Chaumes Sancerre Rouge
125778;Sparkling;['Pinot Noir', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Michel Fagot Millesime Brut Champagne Premier Cru
125779;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Bader-Mimeur Bourgogne Pinot Noir
125780;Sparkling;['Chardonnay', 'Pinot Blanc', 'Pinot Auxerrois'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Jean Geiler Cremant d'Alsace Prestige Brut
125782;White;['Sauvignon Blanc', 'Semillon'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Haut-Bergey L'Etoile de Bergey Pessac-Leognan Blanc
125783;Sparkling;['Pinot Noir', 'Pinot Meunier', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Etienne Nicolas Selection Brut Champagne
125784;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Antoine Barrier Morgon
125785;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Kuehn Collection Douceurs Gewurztraminer Alsace
125786;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Seguinot-Bordet Chablis Grand Cru Vaudesir
125787;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine de Pierre Blanche Resurgence Condrieu
125788;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Francois Dumas Condrieu
125789;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Marc Jambon Cuvee Classique Macon-Pierreclos
125790;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Fonneuve Cotes de Bordeaux Eleve en Futs de Chene
125791;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Suau Premieres Cotes de Bordeaux
125792;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Domaine Fouchereau Saumur-Champigny
125793;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine Long Depaquit Chablis Premier Cru 'Montee de Tonnerre'
125794;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Moillard Sous La Grotte Pouilly-Fuisse
125795;White;['Chardonnay', 'Colombard'];['Pork', 'Rich Fish', 'Vegetarian', 'Poultry'];Denis Marchais Colombard - Chardonnay
125796;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaine Jean-Marc Bernhard Gewurztraminer Alsace Grand Cru 'Mambourg'
125799;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Lucien Jacob Gevrey-Chambertin
125802;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine Agnes et Didier Dauvissat Petit Chablis
125803;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Thibault Liger-Belair Bourgogne Pinot Noir
125804;White;['Pinot Blanc'];['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Jean Geiler Reserve Particuliere Pinot Gris Alsace
125805;Sparkling;['Pinot Meunier', 'Pinot Nero', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Thevenet Delouvin Millesime Brut Champagne
125806;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];La Duchesse Saint-Julien
125807;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Maison Bouey Les Charmes de Capran Blaye Cotes de Bordeaux
125808;Sparkling;['Chardonnay', 'Chenin Blanc'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Charles Bove Methode Traditionnelle
125810;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Seguin-Manuel Aux Communes Vosne-Romanee
125811;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];De Margerie Rose Brut Champagne Grand Cru 'Bouzy'
125814;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Mathilde Lafleur Reserve Vieilles Vignes Bourgogne Chardonnay
125815;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Maume Gevrey-Chambertin Premier Cru 'Lavaux Saint-Jacques'
125816;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Collin-Bourisset Pouilly-Fuisse
125818;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Anne et Herve Sigaut Morey-Saint-Denis 1er Cru 'Les Millandes'
125819;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Arnaud Germain Bourgogne Cote d'Or Chardonnay
125820;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Michel Voarick Corton Grand Cru 'Clos du Roi'
125823;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Xavier Leconte Reserve Brut Champagne
125824;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];E. Guigal Chateauneuf-du-Pape Blanc
125825;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Baron Philippe de Rothschild La Baronnie Selection Cabernet Sauvignon - Merlot
125828;Red;['Merlot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Baron de Montfort Chateau de Lafaurie-Monbadon
125829;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de la Poulette Nuits-Saint-Georges 1er Cru 'Les Vaucrains'
125831;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Alain Jeanniard Vieilles Vignes Morey-Saint-Denis
125833;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];D. Massin Cuvee Speciale Pinot Noir Brut Champagne
125834;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Schoenheitz Riesling Linsenberg
125835;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine G. Roumier Musigny Grand Cru
125837;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Bachelet-Ramonet Chassagne-Montrachet Blanc
125838;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Pierre Andre Pommard
125839;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Domaine des Maillettes Saint-Veran 'En Pommard'
125840;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Emile Beyer Eguisheim Riesling
125841;White;['Pinot Blanc'];['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Allimant-Laugner Pinot Blanc
125842;Red;['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Bertrand de Marcellus Gressier Grand Poujeaux Moulis
125844;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Charles Ellner Brut Champagne Premier Cru
125845;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry'];Domaine Masson-Blondelet Thauvenay Sancerre Rouge
125846;White;['Sauvignon Blanc'];['Rich Fish', 'Shellfish', 'Vegetarian'];Haut Montlong Eclat de Fruit Bergerac Sec
125847;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Matrot Fleurs de Coteaux Saint-Aubin 1er Cru
125848;Red;['Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Peyrolan Cotes de Bourg
125850;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Busin Tradition Brut Champagne Grand Cru 'Verzenay'
125851;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Agape Riesling Alsace Grand Cru 'Schoenenbourg'
125852;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Maison Bouey Chateau Haut de Baradiou Saint-Estephe
125853;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Chateau du Petit Thouars Cuvee Amiral Cabernet Franc
125856;White;['Savagnin Blanc', 'Chardonnay'];['Poultry', 'Mushrooms', 'Soft Cheese'];Frederic Lornet Chardonnay - Savagnin Arbois
125857;Sparkling;['Chardonnay', 'Chenin Blanc', 'Mauzac Blanc'];['Pork', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry', 'Lean Fish', 'Fruit Dessert'];Martial Richard Blanquette de Limoux
125859;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Jean-Michel Gaunoux Puligny-Montrachet Premier Cru 'Les Folatieres'
125860;Red;['Grenache'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Jean-Claude Fromont Grande Reserve Selection Vieilles Vignes Grenache Noir
125861;White;['Picpoul Blanc'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Creyssels Picpoul de Pinet
125862;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Blanc'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Fortnum and Mason Brut Rose Champagne
125864;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine Chevallier Chablis 1er Cru 'Montmains'
125865;White;['Chardonnay'];['Pork', 'Rich Fish', 'Vegetarian', 'Poultry'];Laballe Le Chardonnay des Landes
125866;Red;['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Tuileries de Lansac Cotes de Bourg
125867;Red;"['Cabernet Franc', 'Pinot Noir', ""Pineau D'Aunis""]";['Beef', 'Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry', 'Soft Cheese'];Domaine Brazilier Tradition Rouge
125868;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Marc Chauvet Tradition Brut Champagne
125869;White;['Roussanne', 'Marsanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine Michelas St Jemms Signature Crozes-Hermitage Blanc
125870;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Segur de Cabanac Les Hauts de Cabanac Saint-Estephe
125871;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Blanchard de Cordambles Rully
125873;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Dominique Joseph - Le Petit Saint Vincent Pelo Saumur-Champigny
125874;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine du Prieure Vieilles Vignes Savigny-les-Beaune
125875;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Jean Bouchard Meursault
125876;Red;['Pinot Noir'];['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry'];Phantom Bay Reserve Pinot Noir
125877;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Etienne Boileau Chablis Premier Cru 'Mont de Milieu'
125878;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];La Manufacture Vieilles Vignes Chablis Premier Cru 'Vaillons'
125879;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Haut-Guiraud Peche du Roy Cotes de Bourg
125880;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry', 'Mushrooms'];Rosenhof Pinot Noir
125882;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Grand Jour Cotes de Bourg
125883;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry'];Domaine Reverdy Ducroux Beau Regard Sancerre Rouge
125884;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Moillard Santenay Premier Cru Clos Rousseau
125885;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau des Merles Listrac-Medoc
125886;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Cave de Turckheim Riesling Alsace Bio
125887;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Rossignol-Trapet Gevrey-Chambertin 1er Cru Petite-Chapelle
125888;Dessert;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Domaine Sarda-Malet La Carbasse Rivesaltes Grenat
125889;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Remy Massin et Fils Rose Brut Champagne
125890;Rose;['Gamay Noir'];['Beef'];Louis Jadot Macon Rose
125892;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Gilles Burguet Gevrey-Chambertin
125893;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Groupement de Producteurs Domaine des Vignes Rondes Givry
125895;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Albert Bichot Corton-Charlemagne Grand Cru
125896;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Sichel Family Reserve Margaux
125897;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Merlin Pouilly-Fuisse Sur La Roche
125898;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Charles Joubert Special Reserve Brut Champagne
125899;White;['Viognier', 'Roussanne', 'Clairette'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine de Carmignan Cotes-du-Rhone Blanc
125900;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Cave de la Vigne Blanche Terres Brunes Vire-Clesse
125901;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];L'Ame du Terroir Lussac-Saint-Emilion
125903;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Le Grappin Cote de Brouilly
125904;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];L'Epiphanie De Saint-Estephe
125905;White;['Folle Blanche'];['Fish', 'Seafood', 'Salad'];Pierre Chanau Gros Plant du Pays Nantais Sur Lie
125906;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Chasse-Spleen Moulis-en-Medoc
125907;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Louis Jadot - Domaine Gagey Pernand-Vergelesses Les Combottes
125908;Red;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];La Fontude Pierre de Lune
125909;White;['Viognier', 'Grenache Blanc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine Fond Croze Cuvee Confidence Cotes du Rhone Blanc
125910;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Cave de Turckheim Gewurztraminer Terroirs D'Alsace Sables Et Galets
125911;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Champagne Lallier R.0 N Brut Nature Ay Champagne
125912;Red;['Pinot Noir'];['Beef', 'Pasta', 'Veal'];Domaine de Castelnau Les Muriers Pinot Noir
125913;Dessert;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaine Schoffit Clos Saint-Theobald Gewurztraminer Alsace Grand Cru 'Rangen' Vendanges Tardives
125914;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Les Vignerons Reunis de Monsegur Luna B Bordeaux Merlot - Cabernet Sauvignon Rouge
125915;White;['Clairette', 'Ugni Blanc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine Ray-Jane Cuvee de La Ville de Sanary Blanc
125916;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jean-Marc Brocard Chablis Grand Cru 'Vaudesir'
125918;Sparkling;['Pinot Noir', 'Gamay Noir'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Veuve Ambal Grande Cuvee Cremant de Bourgogne Brut Rose
125920;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Louis Jadot Pernand-Vergelesses Premier Cru Clos De La Croix De Pierre
125921;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Matrot Saint-Aubin En Creots Premier Cru Rouge
125922;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Comtesse Lafond Blanc de Blancs Brut Champagne
125924;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];R.H. Coutier Cuvee Rose Brut Champagne Grand Cru 'Ambonnay'
125925;Sparkling;['Chenin Blanc'];['Shellfish', 'Lean Fish', 'Fruit Dessert'];Montlouis Cuvee des Anges Brut
125926;White;['Roussanne', 'Grenache Blanc', 'Vermentino'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Chateau l'Euziere Grains de Lune
125927;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Roualet Pere et Fils Grande Reserve Brut Champagne Premier Cru
125929;Red;['Merlot'];['Beef', 'Game Meat'];Corner Stone Merlot Classic French Red
125930;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau de Plassan Premieres Cotes de Bordeaux
125932;Rose;['Grenache', 'Cabernet Sauvignon', 'Mourvedre'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish'];Mas Baux Rouge a Levres Rose
125935;Sparkling;['Chardonnay', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Laurent Lequart Millesime Brut Champagne
125936;Sparkling;['Chardonnay', 'Pinot Meunier', 'Pinot Nero'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Lancelot-Pienne Accord Majeur Assemblage Brut Champagne
125937;White;['Roussanne', 'Marsanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Julien Pilon Le Bruit des Vagues Marsanne - Roussanne
125938;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Benoit Lafont Morgon
125939;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Domaine la Bonneliere La Gourmandine Saumur
125940;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Nicolas Potel Vosne-Romanee Vieilles Vigne
125942;Red;['Malbec'];['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry'];Chateau Bladinieres Cuvee Tradition Cahors
125943;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Couraze Fronsac
125944;Sparkling;['Chardonnay'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];De Chastenay Cremant de Bourgogne Victorine de Chastenay Blanc de Blancs
125945;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Puy Boyrein Graves Rouge
125947;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Domaine des Hauts de Sanziers Saumur-Champigny
125948;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Tawse Savigny-les-Beaune 1er Cru 'Les Lavieres'
125949;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Andre Delorme Rully Premier Cru Gresigny Blanc
125950;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Lupe-Cholet Domaine du Chateau Gris Bourgogne Clos de Lupe
125951;Red;['Cabernet Sauvignon', 'Pinot Noir'];['Beef', 'Pasta', 'Veal'];Domaine du Grand Chemin Cuvee J.M.F
125955;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau les Hautes Tuileries Lalande-de-Pomerol
125956;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Alain Roy Montagny 1er Cru
125957;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Emile Beyer Gewurztraminer Alsace Grand Cru 'Pfersigberg'
125958;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Mallol-Gantois Grande Reserve Brut Champagne Grand Cru 'Cramant'
125960;Sparkling;['Pinot Meunier', 'Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Le Mesnil Blanc de Blancs Brut Champagne Grand Cru N.V
125963;Red;['Grenache'];['Beef', 'Pasta', 'Veal'];Pierre Landoque Chateau Fourques Rouge
